sentence_id	sentence	sentence_domain	source
51a1d59d5dd7577323272f0b47497c8e3cdd56dafa37dc20be0acb7b95e91e55	वह निकला।		tatoeba.org
51adc4dfeca071c8b5ca69cd83611ad63206620add4d6d13f42d784023cc6e24	कल थी।		tatoeba.org
51c65799680859356117f04283be3d590faf3456c895bbdff761a03617205218	क्या मैं टॉम से बात कर सकती हूँ?		tatoeba.org
51cfe855e727e6fc6d78ba1cbc710c56113fd3e2a00b4cabbad09a159510d5db	आज बादल कल से ज़्यादा हैं।		tatoeba.org
51d4fe1a75d19813612286b1dc0426d9ad25b054e78f6febcee8d00175955270	विश्राम!		tatoeba.org
51d528d74995235c6ff66277aee4d979b6f00a0b77ad781b4faf4f9de9764c29	यह मेरा गाना है।		tatoeba.org
51df580dad1f5c816ed8f89e16f41faf6e78e84800be93b5911d5dc24a802720	हमारी कक्षा में ३० विद्यार्थी हैं।		tatoeba.org
51e64d39b9cc0c0d2cf43aa877b2b3afd467628fd34d94161cfa560c7d274f8b	अपने ऋण को कम करने के लिये क्या करना चाहिए?		tatoeba.org
51ec9fb18d498db4706aeb02962b769233ce1a51cf4aaa4bfbc3e64361a1af9c	तुम और टौम पडछत्ती पर क्या कर रहे थे?		tatoeba.org
51edded0fdfb12234a1ea4d226793e314431f4e2510d64b2f2a68996b2bf188e	हफ़्ते का सातवा दिन शनिवार है।		tatoeba.org
51f0eab7b6e44698d2c95e193637058db2eb507903251b8d006371bdca5677d5	हमने दोनों समस्या सुलझाईं।		tatoeba.org
51f7dad1cc6b80878c28718d18dde411451e7b88a50084203017a7f53199ee29	उत्तर प्रदेश सरकार घायल व्यक्तियों को तत्काल मुआवजा दे: संयुक्त किसान मोर्चा		AIKS Press release
51fae2b35efad78e729a033dd9c617b5611526c809e00428faf0fb80f4efcc95	मुझे नहीं मालूम।		tatoeba.org
51fbbbdc7d3742c51d606837854bc590baf10ae7483d0f492994c823eb133404	लोमड़ी जंगली जानवर होती है।		tatoeba.org
5200d1c86a6221d3b2e00cbd2d9935de9e7f10de2648122bbda789c3b998d290	इन नियमों को याद रखना।		tatoeba.org
520d6e78da893520df7f4dd095d52d3c960ef90ea4f1f1d0f9d5b8829a0c0015	वह अचानक से हँस पड़ी।		tatoeba.org
52137afde8e9442433495abd12f0cf386a0b7672c92edaa101905c14eb9446f3	वह जहाज़ कल होनोलूलू के लिए रवाना होगा।		tatoeba.org
5228907eac601df8e7fcfca35ef50ad57c5f821b7a66a93687e1b4fb1629f0d5	आप तो यह भी नहीं जानते कि मैं कौन हूँ।		tatoeba.org
522bc44746224e6d64d6d1e6e70991e92c8d3e12f3e43336356387f435c67eee	इन लोगों को जाने दो।		tatoeba.org
524176a69c87a37eb047d5bf18ab8bac3b76feca88b49a845c54a4344a0789df	बुला उसे।		tatoeba.org
524dc3b9cdc87792b999a2c1d0e99d8fb05065ecd5a45779eb22e6c5f88c8605	चाय-वाय कुछ लेंगी आप?		tatoeba.org
5259fce2d390884a2caa3387198d627b90eb1c89e9e9bf12ed35f05ffbf7d5c9	सीता की माँ अच्छे पकोड़े बना सकतीं हैं।		tatoeba.org
525a7d96ed4cbaac9a796758c1582972461b9a126360a93660eb719b6481ad9f	मैं उनकी तरफ़ देख नहीं रही थी।		tatoeba.org
525b38f0087b5e63257cdd4781d99560c44b2f8629a001dc945e3a01f428fbf6	समय लगता है।		tatoeba.org
525f190bd4e13481964d9d7e65b17583845598f4e708064d693a81b47161a216	अगर यहां तुम्हें शेर मिला तो तुम क्या करोगे?		tatoeba.org
526375c528e98801249ef42d93947b9998ed6f60b8f70ca9db9ece9e38f634a9	मैं शायद ऑस्ट्रेल्या में एक या दो दिन के लिए रह सकता हूँ।		tatoeba.org
52645f1c4de7cd6280d201d931318d284231ef617a117cf64e2fcea31b70a65e	गलती मेरी थी।		tatoeba.org
52648e6eaa35e4032e4babb96b451b2c07fec1b441789c94e42e1e9af9859d83	गाड़ी के नीचे देखा?		tatoeba.org
5265f9ac8556c242c1b143aba85075ae08cca61d51b18b1241d1a6453f03e7b6	वे दोनों नंगे थे।		tatoeba.org
5266face708bdddbd0090519cfd75fe546ca1ca0c059972a912d486ce570a45a	तुम चाहते थे मैं कोई काम ढूँढूं, इसलिए मैंने ढून्ढ लिया.		tatoeba.org
526a439c0ff6efb86b6c19fa10dee1b602711d9a370d64e02d93b801b7276c25	रूस दुनिया का सबसे बड़ा देश है।		tatoeba.org
52741772e4e1c10b2957a041de67068bfe27bc5eb28a27b864f5251667e837fa	मुझे चीनी की ज़रूरत है।		tatoeba.org
527ab04ed8d17e78ed1e169ee3b521e8041c124eee570b003035dbc7b3d6bd86	मुझे और एक कप चाय दीजिए।		tatoeba.org
527c93295ca70fcbddfcfb32347984dadc8de87fb1721c0861490e2780c92f2e	तुम ने कहा था तुम वैसा नहीं करोगी।		tatoeba.org
527c9b346ffb96671f3ae316788e1e2296ed6c89c51d7469748e38a5b46328a2	मैं एस्पेरांतो सीखूंगी।		tatoeba.org
527cb5974fba14183f6a7def879ca43c06da00d019affb94a6f825a93e192a06	मेरे शहर का नाम झेलम है।		tatoeba.org
527ed8af345c57431283c03ef09878583c725bd01a304cb1e044a93918716dce	मैं खाने के लिए एक आम ढूँढ रहा हूँ।		tatoeba.org
52881a91412d1749e7eb7c32a0b9044164f9092ac13ac6e1fbbe907e61deb387	यह पाठ्य इब्रानी में लिखे थे, आरामाईक में नहीं।		tatoeba.org
528c4db4998940abdc265f9ee702f74b7d611b755e4949abf2dc6ce6df388725	वक़्त हो तो मेरे साथ आइए।		tatoeba.org
528e6b5b663660ea11b09a3a6d0271c3d9ae05deb4d91239f79e9eabee639f5e	टॉम क्यों जा रहा है?		tatoeba.org
528f0acab00c5afeca3b778703d6bf6df1b2c55bf7f5d331632c83d0161ea961	मुझे यह नीली ड्रेस पसंद आई।		tatoeba.org
529e5e3b1521f1c2037c1c9c02199a9d5256a87021c67b027bb9052dcf9cebee	चार्ल्स को ढूंढ़ कर उसे मार दीजिएगा।		tatoeba.org
52a1737a1218ec7210af8ca402b867d4bafbe40f9ccfb4adb3551f5716074260	नहाइए।		tatoeba.org
52af84277b5ed13bb51fac7e7e5fd1fda0a0047b1cbe9f80ad70d2eb00da729b	मैं कल गाँव जा रहा हूँ।		tatoeba.org
52b12372ba0caf4f1858ccc288becfacca026e044f376d95ea55c781dd8dcafe	सड़क पार करो।		tatoeba.org
52b97185ed95c28410026f5c6ab13406d1c61c407ad1b68e12f8f32f7d223fef	"""डोमिनिकन गणराज्य को स्पेनी में ""रेपुबलिका डोमिनिकाना"" कहते है।"""		tatoeba.org
52bd82bb34be182c6d87a8367476668cb0cc4de065c7b3a93f04ed667afeb543	वहीं रह।		tatoeba.org
52d3f2d48aaf8206b4796a974061a1ac76c900e932168873b2477755b73ce146	यहाँ बैठिए।		tatoeba.org
52d44ebf716de79ed49a19ce8cf83dd6c07bc72b30a1c16110d9e1f9f45df956	वह रंगे हाथों पकड़ा गया।		tatoeba.org
52d5d6f5cf71e2b0fc3f0993ceaa637190da311f2201416ab55325c07108ccc6	कितना होशियार कुत्ता है!		tatoeba.org
52d8d07dfd52c217c3af3a2775017b4fe0552390ef40c20942786828f51282e0	टॉम साइबॉर्ग है।		tatoeba.org
52d995b3dc3fdb5e0927467c17614504b3d5b642eaaf62959bccaa251d7b0cc9	टॉम और मैरी दोनों लगभग तीस साल के हैं।		tatoeba.org
52e8dd58baefcd8e7bf8e0ca4d7376ae71d751814f38672fbd93e3ebf4548ac5	यह लड़ाई मेरी है।		tatoeba.org
52f4433a34e5b9f78ffe0b1c4314b0173506b06ada6e6c4f80d86437bf135d49	टॉम का फ़ोन बजा।		tatoeba.org
52f60de8b85ecb1956314d05f4ca2e02b80d203fc9846675f1970306234d76b6	मेरे घर के पास एक सुंदर बगीचा है।		tatoeba.org
52fcd7a2fc5a000aa1599876b5ca43c8400c9d3d9b5fd9055b5f0a6138d4d887	मैंने कुछ भी गलत नहीं किया है।		tatoeba.org
52ff4a12f005f57580280712bade45fb074cb9aca203c3ec5bdb00e0f38d5a80	अंग्रेज़ी एक अंतर्राष्ट्रीय भाषा है।		tatoeba.org
5304b21f93474ec2f4e992b43ecfefd0579c48524cd45a7980db3a51a8b452af	मैं डूब रहा हूँ!		tatoeba.org
5305e423a2c62d6e4f99c1aa9a33ea4565907349a61b817d48f82f813cac3954	टॉम ने मतदान किया?		tatoeba.org
53061d0b30f7f808972b0e25ca2753e6cd0714fe2d01d6cd04e497fef72d9d5e	मैं इंडोनेशिया में रहता हूँ।		tatoeba.org
5309d20ac322f725b6f7d368780e94d4c50963f2564b1db9f851876488fb1f34	अब से हमें परेशान मत करना।		tatoeba.org
530bfe079cd83889ea8b1cc939f6eb861346ba01a638d8610ba55d674e893cf6	मैनें उसे कहा था वह रस्सी न छोड़े, परंतु उसने छोड़ दी ।		tatoeba.org
5310f2ebdcecd3f9b0257ccfc4370b3bdf2777652b269e3e0f2e473cf73661c7	टॉम अभी भी सो रहा है।		tatoeba.org
532869e9298e76cf6ca5516244f11369d02a2b097fff66e78c70ba7f69962a40	तुम फस गये हो।		tatoeba.org
5328e013f0b7a579957528c42f878530f70318e5b7d469737e14054875b37015	क्या आप कॉफ़ी पीते हैं?		tatoeba.org
5342b33a7e3bd8b5e27ec4f29b59861989c95eef4fe5ac102f6bec38938af125	मैं समझाता हूँ।		tatoeba.org
534c0ef7fd1e167903cce5953648a40feff2a12164a10fe0bc6630443b16684f	"""ये किसकी दवाइयां हैं?"" ""फ़ाहिमा की हैं।"""		tatoeba.org
534ef6defb872259c8d3b4dd1b65ef0abb7fa2175aac76d18f70fb2aa43df982	आपको हो क्या गया था?		tatoeba.org
534f5cdf65e1e0c9e25b72608fbec7d0a38475a7114574d66b422721d3f3ba9c	गिरोगे!		tatoeba.org
53501622cd0281d0ba53ad94d1b3f752708e09d34a514d0df8e00075d0dcc0e7	क्या मैं सपना देख रही हूँ?		tatoeba.org
53560c34f90864fd5db21722bef7f2a80f1a1243746e29a28910254fb8fea117	क्या तुम मेरे साथ जर्मनी जाना चाहते हो?		tatoeba.org
535e7df36f1e2cce06d7515577474a1f7f025d65a923d1c900827f68ca7377bc	मज़ाक था।		tatoeba.org
5360c69ecb91e9b82a0be0d8a26f275579f7aeeb932f2b0254d96fde9fc6d159	मुझे डॅन दिखता है।		tatoeba.org
536dc08aa30867a33c974aee6c12fb5dedc5b8e058a7b67f78706b0a4ec98448	लाओ मैं इस बक्से को उठाने में तुम्हारी मदद करूँ. यह भार लगता है.		tatoeba.org
537139adcb4c20f28b4c597b859908ddd854774dd77ebe9af488d5832c29a712	मुझे जूते चाहिए थे।		tatoeba.org
537d212b348ad902e0ffbc412c2b436fd228043a5c589243cef16f3b694eb0fc	टॉम नहीं जानते हैं के मैं कौन हूँ।		tatoeba.org
5380f404246d800a17e4a1ecbd68269fed99d56c5b527efda1166ba96ed73705	वह शहर में रहना चाहती है।		tatoeba.org
5382db9eba1f3b82359bbfca5fd627b26f10cc9b001d9a1fe6f66b0d0e5ce98a	मैं वहाँ जाना चाहता हूँ।		tatoeba.org
538411c95a8a6e9300886b116664e9a61c91d569ab75199f845feeba47b3cceb	सोचो।		tatoeba.org
538814b3e94610a258aac3e1d6c0636be613554352ff7dfd4aeeaba1f00f2779	टॉम मैरी से शादी करना नहीं चाहता था।		tatoeba.org
538f2d3b0de200ae9c766f7b0d5e3fbb94ee745a3e6427f3fb88e882f53c4a75	मुझ से ज़्यादा आपको इसकी ज़रूरत है।		tatoeba.org
53957e5261a6ee69aec25fe3ac2c5c656e74587646d06443077bc9a927965595	टॉम बहुत उदास है।		tatoeba.org
539fdec2f0c142f732fa6591a93a9626fa6f74daa5fa8a11086c7283c23a30a0	टॉम ने उबासी ली ।		tatoeba.org
539fe0e46880d7db2ee5b960eb5d1c82a280cd8b6900d26284306f24d22baa91	मुझे लगता है के टॉम निर्दोष है।		tatoeba.org
53a2ab2bdb0d4fba2d299180019ab461650608de493d51e76aff437d50fdbc71	हिमोग्लोबिन मतलब?		tatoeba.org
53abd9892637cad9c8f6cf9d045ac35dc42124e466346b55103894bd0d8f608e	केन ऊंचा है, मगर मैं नहीं।		tatoeba.org
53b1b7011df047f20bdcd6ba5e223201b5fd9578adabc01c443836c06e69b9ec	मैं चाय या काफ़ी पसंद करूंगा।		tatoeba.org
53b363e369292fe309178d7545d762413ac768bd534ed856683d900a60b605c0	एक अदना-सा आदमी भी बहुत कुछ कर सकता है।		tatoeba.org
53b7d5d8f4d31aed69bc66a6f3092910f241397398773312d2cfb3db37973cad	हे भगवान! मुझे अन्धकार से प्रकाश की ओर ले जाइए।	general	cc0 from tatoeba.org
53b8d8bdff59449547171cfd9abf71f3f31a866365e18f64f2325676c24e665a	आपने टॉम से शादी क्यों की?		tatoeba.org
53c1a51bd50a4aee515d637759751f023981d31ba71dfb80288ebbae91c0bbf6	शुरुआत करो।		tatoeba.org
53c69e4d70c11cd3bb69d7950ccb76fb9405ea84915a8e04c310ee57d1e0baa5	अरब प्रायद्वीप में सबसे बड़ा देश सउदी अरब है।		tatoeba.org
53c7d84b6acf5905b4371f9050104e546e332a0fa15e47ceaef8530462e2a960	भला.		tatoeba.org
53d31fc94f5a38c86e705863bd0077c629bdc215d9f4c95cc2c92b636a719edd	मुझे देखने दे।		tatoeba.org
53d53142cf029ef87d6b4c71ec69ac64b3227efd81f787ef9dc6eac86c7bd22a	वह हमेशा अपना छाता खोता रहता है।		tatoeba.org
53e45fedafb884468f7b6bdde9ebe5be6258eb8740f080952bbf68e19c95c896	आप भी जा रहे हैं?		tatoeba.org
53ebdebbd4313d5fe0b478a16f09a8ed2405fcb17d40f4c742ba8479bda904e6	बहुत !		tatoeba.org
53f28707ba19dc13f3295f569315a9eb360aa188ad7c72dfdbf19f4b2e4c6ded	अगले दिन यीशु ने गलील जाने का फ़ैसला लिया।		tatoeba.org
53f77672aa55620cba482a98fdbd44cc7d4a2718758f50199f614876d566bee3	घोड़ा घर से दूर है।		tatoeba.org
5403139f745ca9ea57cbf11a1f325e72811ffba890aa26251d4be400dc2711d6	मैं तुझे बुला रहा हूँ।		tatoeba.org
54053ca59e26c16d600b50fc967723ed684d50b7f9818a894a7628ae73c152c6	आपकी मदद कौन कर रहा है?		tatoeba.org
54054833028bfdb487db62cab422ccd4dcc8cf7547f7ecd76802ad653643932e	अभी तुम विवाहित हो।		tatoeba.org
540b63d5a51464bbca8d728bf40c6b0e95b2210428cd223cbdba077538205e3d	तुम्हारे वकील का नाम क्या है?		tatoeba.org
54131fa8abd52962fa12693b83af7f7cf5bef856a4eff7e2dc996a46b3a697ad	काफी महीनों के बाद यहां पे मूसलाधार बारिश हुई है।		tatoeba.org
541390220f647a491cd06d3069786329e217e76035cefde4bd5c7eef3d226292	मैं बहुत व्यस्थ हूँ।		tatoeba.org
5423f730d92f2bc9560edc1a09b3f529d41b73dbb62e3d186125155b7d8d6431	मैं किताब पढ़ रहा हूँ।		tatoeba.org
54284f5709c6b34ff744a4058833fa91ed0b199311cbc1f9876ce0a8b48c926b	दूसरा कहाँ है?		tatoeba.org
5431140d80705ccbb70ceabb7aa96d8650d04f7a3f062ee298f8dbaeb57c6bd1	वह हरफनमौला है।		tatoeba.org
5432d516ed6a88189fe899441903af87390a1730e88727bcc6df4391f07a0379	मैं अनुवादक हूँ।		tatoeba.org
5435ae9da9679edac91c7062213c5db88aaa225ff247385edb53e40368efa89e	उसने उन्हें मारा।		tatoeba.org
543ba22b3930e3e07976d3650a031bdcd0e39232b4b7694d20ba2c53c00ed185	मैं बोल रही हूँ।		tatoeba.org
543dfb6eff3c3eabca2fce0e84e4908130ec5b0e384d79e0687bb14beb8ad281	थोड़ी देर और रुको।		tatoeba.org
544994bab4b6e980bd37f5817c22cb500cd210b2853382cc72fa3d99768d7232	वे नाच रहे हैं।		tatoeba.org
544d4971781665de8f39e049c808c96be10b566efb71ce8aecb786d1d3facebc	कितना गहरा?		tatoeba.org
54553ab444a7565c973316ddfa4f535344d11ab1ac4aa03732fb0b5dca2ddc6f	क्या टॉम तुम्हारे साथ था?		tatoeba.org
5457ce42c63e30b23898a463e58bb031a228d10359033d9339fad88bbef4c9c3	टॉम रुका क्यों?		tatoeba.org
545b3471681d3313db933a343301db4deb0e424266695574b6481a41a00474c0	मैं इच्छानुसार अमीर नहीं हूँ।		tatoeba.org
5460c0dede249b57cfb555003ecfb198016e44da3fd7c340b888c36c50a7bd21	ज़रा सी चाय बना दूं?		tatoeba.org
546185f288174916658217043f367fff03c4696768f6cd57c2b9dbe3d83bef19	सब तुम पर है।		tatoeba.org
5466ac1146c8a908e81a863850de8510f2afdffdb492bb3fc751d6bc247062ad	जॉन को गिटार बजानी आती नहीं।		tatoeba.org
5473c9e94fa13912b4098c7a30f7cc3fbcf665cdbcf384043659c5de06a5a6c6	मुश्किल होगा, मगर ना-मुमकिन नहीं।		tatoeba.org
547c3b301b54656ba6e7660bf42cfbd8ae64dbfdbf7b6de9a1e651b4359c9bcd	तुमने उनसे शादी क्यों की?		tatoeba.org
5481d3cabbcb769300a976470dbbe81b273ce175a7cd2371e6d1347b28d1b4d8	यह पत्थर ज्यादा ब्जंदर है उठाने के लिए.		tatoeba.org
5486c7f9701641aa99ca6e8054bb63fb5b8d24635d2f6a6204d7582b75186078	इंग्लैंड में सबसे महान कवि कौन है?		tatoeba.org
54871f6ea173a5911a2726f8bd9f3ebfc40e9067179a9ce845e06c8be5b7d894	मैरी उसे जानती है।		tatoeba.org
548b04ad090ff400c0e3ba722fdb36c455d42395a33d7a6a08526ef65a868eda	मैं सिर्फ उसकी मदद करना चाहता हूँ।		tatoeba.org
548db0fbf1e634807352ee0656f7709d814df0e05a5554f88ed0914d150b6d39	नहीं चाहिए।		tatoeba.org
5491419f9532e858dccc966b988bf44e59c90738577c56254c44024ceed89cd3	टॉम नंगा था।		tatoeba.org
5494a91455710fdbb560819a378c208bce9c2d0c9d184ac4f146041ca6929ba7	क्या तुम उस आदमी को जानते हो?		tatoeba.org
54955e5efb035cab440b11894b24b0645b0c6ff676c86997c455598c3ae5fda8	तैरोगी क्या?		tatoeba.org
5499701a9b0ccb8c063adefa9fc632d2b3109e7c46ffe5675dc068ca138032db	मैं उसके साथ सेक्स करना चाहती हूँ।		tatoeba.org
54a50c84d205f55becaa5951d63148ebf0b242ba888f21c0d1c04c591b80fb03	आपको खाना चाहिए।		tatoeba.org
54acd45be65286025953da52f40e73cb8ba02d0e5520ef053e98a1caba6b2990	भूलना मत।		tatoeba.org
54b1c9edaf83f2c1072004af5e0cf9bf2f78531525c070457a0712736fbc92cc	उसने अपने विचार कागज़ पर उतार दिेए।		tatoeba.org
54b22659f87c6e03ce100cd8b802647cfd8ccd1ec0bf7818f208d89ce9b2e89e	टॉम को पढ़ना पसंद है।		tatoeba.org
54baf3633bf59e04d490efa88017ab1d2eef1d3ff8452e93d9e72ed619cf71a1	नीचे आओ।		tatoeba.org
54bd640ead398a2fb30a7b6babc5e358442bdbbfd96c73a474708bc80f4d610f	वह बिल्ली है क्या?		tatoeba.org
54c28df70c37aed27b976c523c087857e41ee091572f634a83f6d90c9d9654ed	क्या तुम्हे कोई डॉक्टर मिला?		tatoeba.org
54c4e2f9cb9ffaf3e7743ea4fcc7a5b3787e0057eeadf2b12474137230bd7767	चार्ल्स को ढूंढ़ कर उसे मार दें।		tatoeba.org
54c788f67d8d3635905cf467531fa6f82745d10232745de988fa1e1661821423	मैरी को जिसने बताया वह टॉम था।		tatoeba.org
54d700e173d775de325600cdaab6f29de1959632102b69649dcb41b767a9d089	तुम पुर्तगाली बोलते हो?		tatoeba.org
54dca116f08c99074af2e95dec8a5361e63effe9737e3dba03693948de491780	उन्हें दीजिए।		tatoeba.org
54f4c5998e60bce8a3109bcee99d8afebe7a8570b003d6cbfef6ac34178b6d22	अपने परिवार के लिए खाना खरीदना भी मेरे लिए मुश्किल है।		tatoeba.org
54fbc7057cbe43019d17dea100668cbcd54fc1da9e6bb76fe0caf592af96e860	सुखदा भरी बैठी थी।		http://premchand.co.in/story/mahateerth
550821e65ac6ed37775f46ade7a1890c707027014127c5147dd5dc0ae7a3aead	क्या आप जानते हैं यह उपन्यास किसने लिखा है?		tatoeba.org
552d4c8358c9bc17ef30d9321f60f2d7fb6d1ef067d78b8ac65f115ee3ffe0a3	भूल जाओ।		tatoeba.org
552fe0ba49e53aa944c7409aafeba1d6cf65cfe4977443f492c44ff7f7d9bd7c	सब कुछ बदल गया।		tatoeba.org
553983ffea29a86ba34971e5520f086aebf7e3243d3a456bc9bbbafc81c9674c	उसकी राय कुछ हद तक सही है।		tatoeba.org
553b8f03c7e29ff32edce0a536c425834ed0f21a12b76d66fe2bdb7fac286bf2	वह गे है।		tatoeba.org
553d434e7be638a6c5406c087dccdec6f41926651c18edfed514bf7142a072b8	जा कर टॉम को बताओ।		tatoeba.org
553df52771903dc35b6c83f525ac902bbef4980e39cd9c1053e0074ab675cd95	बीमार तो मैं हूँ।		tatoeba.org
55467bcae3711615e3b77961a15a805f7ff15903e2bd7365164125a9d8fa6175	तुम भूल कैसे सकती हो?		tatoeba.org
554b8d749ef8f27020b412001f3ba582e6c60fc3e0df77566cc6d88de23f02c0	बाबर का पूरा नाम ज़हीरुद्दीन मुहम्मद बाबर था।		tatoeba.org
55518f0d6cde154772a58abc6db8c6150c49066cf571b16baaf5bdf9d8bb58b4	यह घड़ी मुझे मेरे मामा ने दी थी।		tatoeba.org
55548199ff5873164a1c26fb4bb81c8b0f0cc2b69b7d0b4d82cebfedda531e5f	डच दूतावास कहाँ है?		tatoeba.org
5566a90af83fde3b04dd937158c98990e2c65b9d91029e4b4ab87c83cce84dee	क्या तुम टॉम को और एक मौका दे सकते हो?		tatoeba.org
556771e0b93062a43f484461e656ff3e1693ca1d4cae32404bfb6cb5f03ae9b4	टॉम ने तुम्हें क्या बताया?		tatoeba.org
5577d683bb990dfdb80e433dc4245df83992a4bc480dddcd1f22b2c4c610b29f	मैं तुम्हारा भाई नहीं हूँ।		tatoeba.org
55792b8536d6e929c0ffccd625f885ac0519c781b5dd9ef813d44919babc52b0	आक्रमण!		tatoeba.org
55802aa848963a27e012c987ed6627eb813acb36e58c6404d5353ab3a0ac814c	मैं एक अपाहिज हूँ।		tatoeba.org
558cb0ea2ad90f91bd5d3b5ff26901b6ab17ece13c5230e8bda9fe774be65e4d	तुम्हें तो यहाँ होना भी नहीं चाहिए।		tatoeba.org
559017cad8b83c65fa901adb68243e5984ab2e6ea87c82060a22c0c86bd69fba	यह मेरी दोस्त है।		tatoeba.org
559c4e12e922c8d59466dfd0978875966954dc11369400011881093be764d93c	वे कल दोपहर को मर गईं।		tatoeba.org
559d3ffce4dbddab227723d9955efb949ecfb076d587e567a84df0ac5bc85027	मैं सकारात्मक हूँ।		tatoeba.org
55a394aafb36bf874ae03b3cc92388932748972942e88365c0bc4ecace801ba5	मैं जानती था तुम रहोगे।		tatoeba.org
55a5f08e08e0af7740afd332f445b267a98e93a3c33ef6651968728d99996cb7	उनमें से कुछ होशियार हैं।		tatoeba.org
55a8fecd194e44b81abdd9d4c5f6177718513c3dc434d4202647717d0be28e55	सभी शिक्षक वैसा व्यवहार नहीं करते।		tatoeba.org
55ad82e975f290d23ae7483024c94b5518313b0698e8bbbaa4c1118391a3db43	खूनी टॉम है।		tatoeba.org
55afd9ae8e768ba957a3d0a8ae83fec99b3af7cc3b6a0ae4899a9cc3ab1a4a12	मैं ऐसा किसी के साथ नहीं करुंगा।		tatoeba.org
55b137197169f70940f9f4964c2e2bbd3d37992ae699a660060e6bfabbdf4ccd	सवाल हम पूछ रहे हैं।		tatoeba.org
55bf8090738b5278b271a5e61e17599a5147ccb9cf69c2e0d9127b9fd647f649	पेन्सिल से लिखा है, तो तुम उसे मिटा सकते हो।		tatoeba.org
55c7c2635c6a2c6b8bc5f809c14fdc1a76e3676f88dbbfe23380b9925a3e3604	वह रोम गया, जहां उसने कई पुरानी इमारतें देखीं।		tatoeba.org
55d8f2ac7e7fcc8257d07b2b7568c879c826fce9db2f06e347e43ed2aaaf477b	हमें अच्छा लगता है।		tatoeba.org
55e9afc54c5a7993785fd9f26ab3cb8b12671c96d75f1e43e4d9109c4791dc8c	अरे...		tatoeba.org
55ec92400814af7c09edf1c8569875650dbf33a5bfdc92b2f8964b525dbf9003	आगे के लिए एहतिआत रखो।		tatoeba.org
55eee4a249f9ad6b7bd7d628d9f51c7550ace46807d9d385505fc5d405ce6f42	वह सुंदर नहीं है।		tatoeba.org
55fcea23b2a21e558e94358e4801f25bd4c51f4a17060d3ea2a865a209d0a4d2	"""इस गाने का नाम हे ""ऑनली यू""।"""		tatoeba.org
560f07bc863a64b109cf2c693af79dfa17b3d9d9644a52d30fe5c0ece4367fff	उन्होंने गरीबों की मदद की।		tatoeba.org
5613292bf8d441576916cee8200b6cbe5bae3e9ac6cddc118cf8a7ec9bbd33c1	मुझे जाना है।		tatoeba.org
56147cf45bda2904711dbd772d2873655375ab06438e5a5126d239308f2bb0c1	टॉम को एक कुर्सी दो।		tatoeba.org
561537c1454c1430ad11d371761b528f614582e49f9c3e99cfc39e6cc3c44aa3	दातो श्री नाजिब अब्दुल रज़ाक मलेशिया के छठे प्रधान मंत्री है।		tatoeba.org
561ae7aa00b7a015cf2badddb7eec11c4846dbc09b10783769435169fe3de4c3	मैं जा रही हूँ।		tatoeba.org
561b4d727d3d6c03395cc089d1ec13f278296c75de0596dd922356a72b6bcc98	क्या देख रही है?		tatoeba.org
56271b9be502a9b6f8bb2d8b38f429d04b53b05ad37ca29ce0b1f3fbfcd28d8c	टॉम नहीं जानता मैं कौन हूं।		tatoeba.org
562761c68a32baf500f6bbc89bbc6d3caac2f63110809be8fce437026005d5dc	तुम्हें कुछ दिखाऊं?		tatoeba.org
562a30a83b1afd48f37d546ddf38162ac8b7876252f43572c83e2799e500829c	कुछ तो हो रहा है।		tatoeba.org
5630cc5eecc81071f0ea9024bb1b17d0ac7872313cff95b4e3d800859584e373	रजनीकान्त भारत में सुपरस्टार है।		tatoeba.org
5631155eddd319b5a2caa0c1ce8cbecec36449024baecbe988f101fd4b95e54e	मैं मरने के लिये तैयार नहीं हूँ।		tatoeba.org
56391cf49251794db6f7fa4e544676b2042ed74e575bc41803ebb89dec0c2dbb	मुझे लेस्बियन पॉर्न देखना अच्छा लगता है।		tatoeba.org
5639ac96d8ab6d4ae33a57a92d6493bd2f8ecc7dd588e01ca17e4afd52c8c392	ऐमिली मकडियों से डरती है।		tatoeba.org
56477394454b8268c6cf0d1ac8e4f72db37d46f3b304d89c16cfa926b5ef3c1e	तुम तो सुन भी नहीं रहे हो।		tatoeba.org
5649341e1d291fa7283ebccaf4b79a9c681aeb3765c589a9945c51623cd7587f	टॉम अभी भी स्कूल में है?		tatoeba.org
564b79e3be8b9bebfb0905d95269842211549cdad0f4f82466ac41bc1f17977d	यह जापान है।		tatoeba.org
564fd1aeed18d81684d7bbc220d560f5f290863a2911a5a3dc72068599c8f57a	मैं भी जा रहा हूँ।		tatoeba.org
56516f4c1c1a3e6d56faab67719f9bea09e49254d6dd01d5810dada70bd900f6	मुझे भी।		tatoeba.org
565299767584fe45e5995e495ed98b186879110f9d0644b84957c2ee6c637f75	हम वहाँ अक्सर जाते हैं।		tatoeba.org
5653f1460ee65e98dcc9022f096e8b62f8fae4119997f4a0d11f58da5390ac03	सुनिए।		tatoeba.org
566187566cc21da6a3abb9bc7d744bdf02758947e78f29ff16a97b2416a140c3	टॉम के बेटी का बॉयफ़्रेंड कैनेडियन है।		tatoeba.org
566283ee4d3e8555dbac0680a1611fdeae5080a486ed2227d5160406cf0849ef	ड्रग संस्कृति के अपने ही नियम होते हैं।		tatoeba.org
